siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
5570957,18,557095700018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
5571104,16,557110400016,O,,NN,,,2024-03-30T06:50:12,true,1,,,,,,,LA MADELEINE,44350,GUERANDE,,,44069,,,,,44069B939_C,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N
5571187,11,557118700011,O,,NN,,,2024-03-30T04:08:52,true,1,,1,,,,RUE,DU PORT,44420,LA TURBALLE,,,44211,,,,,442110830_B,284280.53961143363,6708649.33247469,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
5571195,22,557119500022,O,,NN,,,2024-04-25T09:29:51,true,1,,,,,,RUE,DE LA POSTE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
5571344,18,557134400018,O,,NN,,,2024-03-30T16:50:47,true,1,,,,,,CITE,DE LA CHABOSSIERE,44220,COUERON,,,44047,,,,,44047A060_C,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,00.10,NAP,N
5571385,11,557138500011,O,,NN,,,2024-03-30T11:32:27,true,1,,,,,,AVENUE,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551760_B,292486.80545280117,6701131.595625649,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5571435,14,557143500014,O,,NN,,,2024-03-30T07:30:38,true,1,,,,,,RUE,RENE LAENNEC,44480,DONGES,,,44052,,,,,440520600_B,316936.36602620676,6703291.867502458,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
5571450,13,557145000013,O,,NN,,,2024-03-30T15:41:52,true,1,,27,,,,RTE,DE NOZAY,44130,BLAIN,,,44015,,,,,440150480_C,,,,,,,,,,,,,,,,,1996-11-18,F,,,,,49.05,NAP,N
5571534,14,557153400014,O,,NN,,,2024-03-30T03:52:14,true,1,,,,,,PLACE,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,440670420_B,337270.7005428386,6736425.24287899,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
5571559,11,557155900011,O,,NN,,,2024-03-30T10:40:40,true,1,,175,,,,RUE,DE PORNICHET,44600,SAINT-NAZAIRE,,,44184,,,,,441845040_B,304991.829616405,6697987.446705437,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
5571591,14,557159100014,O,,NN,,,2024-03-30T05:41:45,true,1,,,,,,RUE,AUGUSTE BAPTISTE LECHAT,44600,SAINT-NAZAIRE,,,44184,,,,,441840376_B,305805.5742051295,6699610.187436318,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N
5571641,17,557164100017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA FOLAINE,44360,CORDEMAIS,,,44045,,,,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N
5571674,18,557167400018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44290,PIERRIC,,,44123,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.01,NAP,N
5571682,11,557168200011,O,,NN,,,2024-03-30T13:14:07,true,1,,24,,,,RUE,DE NANTES,44260,SAVENAY,,,44195,,,,,441951060_B,327216.184074612,6707277.693880313,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
5571708,14,557170800014,O,,NN,,,2024-03-30T18:41:18,true,1,,2,,,,RUE,SAINT-MICHEL,44350,GUERANDE,,,44069,,,,,440692180_B,290294.13290909515,6706021.338155896,,,,,,,,,,,,,,,1997-03-31,F,,,,,52.2C,NAF1993,O
5571716,17,557171600017,O,1955-01-01,NN,,,2025-01-21T02:10:20,true,3,,,,,,PLACE,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,440670420_B,337270.7005428386,6736425.24287899,,,,,,,,,,,,,,,2003-01-05,F,,,,,55.4B,NAFRev1,N
5571781,11,557178100011,O,,NN,,,2024-03-30T14:54:48,true,1,,98,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306373.13017244166,6699896.378464397,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
5571799,13,557179900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,52.6D,NAF1993,N
5571807,14,557180700014,O,,NN,,,2024-03-30T17:44:54,true,1,,1,,,,AVENUE,VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,440520740_B,316868.4122105167,6703104.004868618,,,,,,,,,,,,,,,1988-09-30,F,,,,,67.08,NAP,N
5571823,11,557182300011,O,,NN,,,2024-03-30T16:23:31,true,1,,,,,,RUE,DE LA FORET,44130,BLAIN,,,44015,,,,,440150300_B,341322.00025116064,6719841.554599084,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
5571831,14,557183100014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44160,SAINTE-ANNE-SUR-BRIVET,,,44152,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
5571880,11,557188000011,O,,NN,,,2024-03-30T18:24:22,true,1,,10,,,,RUE,GENERAL LECLERC,44510,LE POULIGUEN,,,44135,,,,,441350530_B,289926.73390791286,6700559.570178292,,,,,,,,,,,,,,,1989-02-01,F,,,,,81.21,NAP,N
5571930,14,557193000014,O,,NN,,,2024-03-30T05:55:22,true,1,,2,,,,PL,SAINTE ANNE,44350,GUERANDE,,,44069,,,,,440692320_C,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5571955,11,557195500011,O,,NN,,,2024-03-30T11:32:24,true,1,,6,,,,RUE,DE VERDUN,44160,PONTCHATEAU,,,44129,,,,,441290600_B,316668.3330462028,6716245.689714879,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
5571971,18,557197100018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,BESLON,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
5572029,14,557202900014,O,,NN,,,2024-03-30T12:15:14,true,1,,11,,,,RUE,DE BARDOUX,44130,BOUVRON,,,44023,,,,,440230013_B,334430.368411431,6713246.15961312,,,,,,,,,,,,,,,1990-03-31,F,,,,,64.42,NAP,N
5572037,17,557203700017,O,,NN,,,2024-03-30T15:28:51,true,1,,,,,,RUE,JULES VERNE,44600,SAINT-NAZAIRE,,,44184,,,,,441843600_B,307873.64697274053,6701338.86572163,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N
5572086,14,557208600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,CRX LOURMEL,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,,,1990-04-02,F,,,,,22.02,NAP,N
5572102,19,557210200019,O,,NN,,,2024-03-30T06:43:58,true,1,,4,,,,QUAI,HERVE RIELLE,44490,LE CROISIC,,,44049,,,,,440492lj6_B,284014.36217875854,6702514.7688327655,,,,,,,,,,,,,,,1988-04-30,F,,,,,67.04,NAP,N
5572110,12,557211000012,O,,NN,,,2024-03-30T03:32:24,true,1,,15,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292709.0033908357,6700785.823633387,,,,,,,,,,,,,,,1989-02-22,F,,,,,87.06,NAP,N
5572185,14,557218500014,O,,NN,,,2024-03-30T04:27:16,true,1,,,,,,BOULEVARD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,440471356_B,345203.726258696,6689843.243382644,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.23,NAP,N
5572193,18,557219300018,O,,NN,,,2024-03-30T03:42:23,true,1,,,,,,RUE,DU CHATEAU,44130,BLAIN,,,44015,,,,,440150100_B,341331.478952896,6719081.853362551,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N
5572235,17,557223500017,O,,NN,,,2024-03-30T01:35:19,true,1,,2,,,,RUE,DES CORDIERS,44490,LE CROISIC,,,44049,,,,,44049hd96_B,283750.13539746933,6702740.4650055,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.01,NAP,N
5572268,18,557226800018,O,,NN,,,2024-03-30T03:23:27,true,1,,,,,,RUE,MARCEL SEMBAT,44600,SAINT-NAZAIRE,,,44184,,,,,441844010_B,305077.69663772854,6697656.021217762,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N
5572326,14,557232600014,O,,NN,,,2024-03-30T14:14:03,true,1,,19,,,,RUE,JOLIOT-CURIE,44720,SAINT-JOACHIM,,,44168,,,,,441680190_B,307968.4144730396,6710758.780841421,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
5572466,26,557246600026,P,1989-01-01,NN,,,2024-03-30T00:11:51,true,1,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE CROISIC,,[ND],44049,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,1999-12-31,F,[ND],[ND],[ND],[ND],70.2A,NAF1993,N
5572490,18,557249000018,O,,NN,,,2024-03-30T09:10:08,true,1,,107,,,,ROUTE,DE VANNES,44160,PONTCHATEAU,,,44129,,,,,441290590_B,315427.1795861249,6716952.327464075,,,,,,,,,,,,,,,1989-07-05,F,,,,,81.21,NAP,N
5572508,17,557250800017,P,1955-01-01,NN,,,2025-02-02T02:21:26,false,3,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE POULIGUEN,,[ND],44135,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,2005-09-30,F,[ND],[ND],[ND],[ND],70.2C,NAFRev1,N
5572508,25,557250800025,P,1989-01-01,NN,,,2024-03-30T16:28:24,true,3,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE POULIGUEN,,[ND],44135,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,2008-01-01,A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N
5572607,25,557260700025,O,,NN,,,2024-03-29T23:59:09,true,1,,17,,,,RUE,JOLIOT-CURIE,44720,SAINT-JOACHIM,,,44168,,,,,441680190_B,307972.3805572831,6710747.831945093,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N
5572615,10,557261500010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA GUESNE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
5572680,14,557268000014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DES TILLEULS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
5572706,17,557270600017,O,,NN,,,2024-03-30T18:20:14,true,1,,57,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306219.3659021438,6699481.84529756,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
5572714,11,557271400011,O,,NN,,,2024-03-30T17:01:20,true,1,,8,,,,BOULEVARD,DE MER,44740,BATZ-SUR-MER,,,44010,,,,,440101220_B,285591.4319244057,6700427.990359817,,,,,,,,,,,,,,,1992-06-30,F,,,,,70.2C,NAF1993,N
5572789,13,557278900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA MEULE,44290,MASSERAC,,,44092,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
5572920,14,557292000014,O,,NN,,,2024-03-29T22:56:59,true,1,,,,,,AVENUE,HENRI,44380,PORNICHET,,,44132,,,,,441320640_B,297024.8282812743,6697397.678547894,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N
5573035,10,557303500010,O,,NN,,,2024-03-30T15:40:06,true,1,,,,,,,LE GUESNY,44350,GUERANDE,,,44069,,,,,44069B525_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
5573100,12,557310000012,O,,NN,,,2024-03-30T06:51:53,true,1,,,,,,,ST ROCH,44160,PONTCHATEAU,,,44129,,,,,44129B382_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
5573183,18,557318300018,O,,NN,,,2024-03-30T04:10:37,true,1,,4,,,,QUAI,DE VERDUN,44420,PIRIAC-SUR-MER,,,44125,,,,,441250630_B,282012.4268748679,6712510.217995432,,,,,,,,,,,,,,,1988-12-31,F,,,,,64.23,NAP,N
5573373,15,557337300015,O,,NN,,,2024-03-30T00:58:43,true,1,,23,,,,BOULEVARD,DE LA RENAISSANCE,44600,SAINT-NAZAIRE,,,44184,,,,,441845260_B,306199.34908435104,6699988.019370601,,,,,,,,,,,,,,,1993-09-30,F,,,,,74.1C,NAF1993,N
5573415,14,557341500014,O,,NN,,,2024-03-22T15:40:57,true,1,,1,,,,RUE,DU RUA,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,87.03,NAP,N
5573522,17,557352200017,O,,NN,,,2024-03-30T08:21:05,true,1,,10,,,,PLACE,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,440150360_B,341366.7298572737,6719199.474577646,,,,,,,,,,,,,,,1992-06-30,F,,,,,52.4C,NAF1993,N
5573720,17,557372000017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,POMPAS,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,,,,1989-03-30,F,,,,,67.05,NAP,N
5573761,11,557376100011,O,,NN,,,2024-03-30T00:40:36,true,1,,,,,,AVENUE,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,441320550_B,296497.2002306669,6698610.0782103855,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
5573779,13,557377900013,O,,NN,,,2024-03-30T00:19:52,true,1,,,,,,BOULEVARD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,440471356_B,345203.726258696,6689843.243382644,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
5573811,14,557381100014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,ST SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
5573878,13,557387800013,O,,NN,,,2024-03-29T23:19:11,true,1,,,,,,RUE,SAINT-MICHEL,44350,GUERANDE,,,44069,,,,,440692180_B,290360.3057735758,6705993.955787389,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5573969,10,557396900010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA STATION,44530,SEVERAC,,,44196,,,,,,,,,,,,,,,,,,,,,,1990-09-17,F,,,,,62.11,NAP,N
5574017,17,557401700017,O,,NN,,,2024-03-30T11:04:35,true,1,,1,,,,RUE,CHARLES BRUNELIERE,44570,TRIGNAC,,,44210,,,,,442100120_B,308403.5408671906,6703585.645778106,,,,,,,,,,,,,,,1988-01-04,F,,,,,64.30,NAP,N
5574025,10,557402500010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
5574058,29,557405800029,O,,NN,,,2024-03-30T19:05:21,true,1,,,,,,,LA VILLE HEULIN,44600,SAINT-NAZAIRE,,,44184,,,,,44184B437_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
5574132,14,557413200014,O,1955-01-01,NN,,,2024-03-30T12:55:08,true,1,,26,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292740.8810076184,6700873.049574501,,,,,,,,,,,,,,,2000-12-31,F,,,,,70.3A,NAF1993,N
5574173,18,557417300018,O,,NN,,,2024-03-30T04:53:55,true,1,,,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,441844540_B,306186.73098779056,6699302.2124787625,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.03,NAP,N
5574249,24,557424900024,O,,NN,,,2024-03-30T12:46:32,true,1,,,,,,PLACE,DE LA GARE,44480,DONGES,,,44052,,,,,440520320_B,316954.7154025397,6703082.978237141,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
5574389,10,557438900010,O,,NN,,,2024-03-30T10:59:18,true,1,,,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292754.47402242455,6701015.3034819905,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N
5574405,14,557440500014,O,,NN,,,2024-03-30T07:38:08,true,1,,,,,,AVENUE,LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552180_B,294476.43173015595,6700504.20608254,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N
5574454,12,557445400012,O,,NN,,,2024-03-30T15:42:17,true,1,,,,,,,LES COTTAGES,44160,PONTCHATEAU,,,44129,,,,,44129B133_C,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
5574488,10,557448800010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,PRINCIPALE,44130,LE GAVRE,,,44062,,,,,,,,,,,,,,,,,,,,,,1989-12-15,F,,,,,67.08,NAP,N
5574546,15,557454600015,O,,NN,,,2024-03-30T10:00:44,true,1,,,,,,RUE,DE TOUTES AIDES,44600,SAINT-NAZAIRE,,,44184,,,,,441845670_B,305805.9959748834,6699923.313024612,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
5574678,16,557467800016,O,,NN,,,2024-03-30T17:09:05,true,1,,10,,,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,441290330_B,316576.09043756616,6716381.108228267,,,,,,,,,,,,,,,1989-06-30,F,,,,,64.23,NAP,N
5574736,12,557473600012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE POTEAU VERT,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,67.01,NAP,N
5574793,13,557479300013,O,1955-01-01,NN,,,2024-03-29T23:10:36,true,1,,6,,,,RUE,DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE,,,44184,,,,,441845950_B,306948.7815492069,6700105.273389253,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2C,NAF1993,N
5574942,16,557494200016,O,,NN,,,2024-03-30T14:25:14,true,1,,,,,,RUE,SAINT-MICHEL,44350,GUERANDE,,,44069,,,,,440692180_B,290360.3057735758,6705993.955787389,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5574975,16,557497500016,O,,NN,,,2024-03-30T05:36:41,true,1,,,,,,AVENUE,DE SAINT SEBASTIEN,44380,PORNICHET,,,44132,,,,,441321381_B,297578.88422028633,6697679.756202255,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5575170,13,557517000013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE PONT D ARMES,44410,ASSERAC,,,44006,,,,,,,,,,,,,,,,,,,,,,1982-12-29,F,,,,,81.21,NAP,N
5575188,15,557518800015,O,,NN,,,2024-03-30T04:31:41,true,1,,,,,,,SAINT EMILIEN,44130,BLAIN,,,44015,,,,,44015B792_B,345008.3983066645,6714226.511354999,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
5575246,11,557524600011,O,,NN,,,2024-03-22T15:40:57,true,1,,21,,,,RUE,DE L EGLISE,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,,,,1988-02-05,F,,,,,81.21,NAP,N
5575360,10,557536000010,O,,NN,,,2024-03-30T09:01:00,true,1,,,,,,AVENUE,DE JOYEUSE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,44055j9y56k_B,291251.1775771653,6701001.286642117,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.10,NAP,N
5575386,15,557538600015,O,,NN,,,2024-03-30T11:31:31,true,1,,,,,,BOULEVARD,VICTOR HUGO,44600,SAINT-NAZAIRE,,,44184,,,,,441845840_B,305968.40255551046,6699714.7440455835,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.44,NAP,N
5575485,15,557548500015,O,1900-01-01,NN,,,2024-03-22T15:40:57,false,3,,,,,,LD,QUIMIAC,44420,MESQUER,,,44097,,,,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,50.5Z,NAF1993,N
5575485,23,557548500023,O,1992-03-31,NN,,,2024-03-30T16:06:13,true,3,QUIMIAC,,,,,BOULEVARD,DE L'OCEAN,44420,MESQUER,,,44097,,,,,44097gv1yo0_B,286472.91290409875,6715293.848480439,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2A,NAF1993,N
5575501,19,557550100019,O,,NN,,,2024-03-30T17:26:05,true,1,,59,,,,RUE,JEAN JAURES,44220,COUERON,,,44047,,,,,440471240_B,342829.676809668,6689806.196794063,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
5575535,17,557553500017,O,,NN,,,2024-03-30T04:27:33,true,1,,,,,,RUE,DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,441581280_B,338781.302593127,6697111.058891921,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.50,NAP,N
5575543,11,557554300011,O,,NN,,,2024-03-30T09:25:50,true,1,,,,,,BOULEVARD,HENNECART,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551640_B,292740.8164775507,6700750.245754334,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
5575741,11,557574100011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44530,GUENROUET,,,44068,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
5575832,18,557583200018,O,,NN,,,2024-03-30T11:04:19,true,1,,,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306283.95956953056,6699592.571782289,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.06,NAP,N
5575899,17,557589900017,O,,NN,,,2024-03-30T06:22:45,true,1,,,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306283.95956953056,6699592.571782289,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
5575907,18,557590700018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44750,QUILLY,,,44139,,,,,,,,,,,,,,,,,,,,,,,F,,,,,57.06,NAP,N
5576053,10,557605300010,O,,NN,,,2024-03-30T18:41:04,true,1,,11,,,,RUE,GABRIEL PERI,44600,SAINT-NAZAIRE,,,44184,,,,,441842390_B,306672.40259597095,6699962.436226103,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
5576145,14,557614500014,O,,NN,,,2024-03-30T08:25:54,true,1,,36,,,,RUE,RENE GUILLOUZO,44600,SAINT-NAZAIRE,,,44184,,,,,441845300_B,306201.9281157488,6699768.096734723,,,,,,,,,,,,,,,1995-05-09,F,,,,,70.2C,NAF1993,N
5576160,13,557616000013,O,1955-01-01,NN,,,2024-03-30T11:49:02,true,1,,36,,,,AVENUE,DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE,,,44184,,,,,441842457_B,306349.87741419487,6698959.90894587,,,,,,,,,,,,,,,1999-03-30,F,,,,,70.2C,NAF1993,N
5576178,15,557617800015,O,,NN,,,2024-03-30T05:28:25,true,1,,,,,,AVENUE,JULES VERNE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551910_B,296017.3652963186,6699549.42557438,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5576186,18,557618600018,O,,NN,,,2024-03-30T04:12:24,true,1,,2,,,,RUE,DU CLOS DU BOIS,44160,PONTCHATEAU,,,44129,,,,,441290133_B,315896.32520649635,6716509.634823945,,,,,,,,,,,,,,,1995-03-31,F,,,,,55.4B,NAF1993,N
5576194,12,557619400012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44117,SAINT-ANDRE-DES-EAUX,,,44151,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5576210,16,557621000016,O,,NN,,,2024-03-30T08:48:46,true,1,,,,,,RUE,DE LA MARNE,44220,COUERON,,,44047,,,,,440471460_B,342226.21665022295,6689656.078399786,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
5576236,11,557623600011,O,,NN,,,2024-03-30T01:31:41,true,1,,22,,,,RUE,SAINT MARTIN,44480,DONGES,,,44052,,,,,440520620_B,317003.69972938305,6703261.932816895,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
5576244,15,557624400015,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE GOUX,44260,MALVILLE,,,44089,,,,,,,,,,,,,,,,,,,,,,1990-09-29,F,,,,,55.71,NAP,N
5576319,15,557631900015,O,,NN,,,2024-03-30T07:49:54,true,1,,,,,,AVENUE,DE PENHOET,44600,SAINT-NAZAIRE,,,44184,,,,,441844650_B,307565.00020761695,6700687.92734339,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
5576343,15,557634300015,O,,NN,,,2024-03-30T16:10:57,true,1,,,,,,PLACE,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,440150360_B,341390.9544080336,6719173.304198974,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
5576376,15,557637600015,O,1900-01-01,NN,,,2024-03-29T23:50:59,true,3,,24,,,,ESPLANADE,FRANCOIS ANDRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551317_B,291978.6006137575,6700761.338622455,,,,,,,,,,,,,,,1992-07-08,F,,,,,52.4J,NAF1993,N
